gesture_name,video_id,frame_id,F4_KNU1_A_X,F4_KNU1_A_Y,F4_KNU1_A_Z,F4_KNU1_B_X,F4_KNU1_B_Y,F4_KNU1_B_Z,F4_KNU2_A_X,F4_KNU2_A_Y,F4_KNU2_A_Z,F4_KNU3_A_X,F4_KNU3_A_Y,F4_KNU3_A_Z,F3_KNU1_A_X,F3_KNU1_A_Y,F3_KNU1_A_Z,F3_KNU1_B_X,F3_KNU1_B_Y,F3_KNU1_B_Z,F3_KNU2_A_X,F3_KNU2_A_Y,F3_KNU2_A_Z,F3_KNU3_A_X,F3_KNU3_A_Y,F3_KNU3_A_Z,F1_KNU1_A_X,F1_KNU1_A_Y,F1_KNU1_A_Z,F1_KNU1_B_X,F1_KNU1_B_Y,F1_KNU1_B_Z,F1_KNU2_A_X,F1_KNU2_A_Y,F1_KNU2_A_Z,F1_KNU3_A_X,F1_KNU3_A_Y,F1_KNU3_A_Z,F2_KNU1_A_X,F2_KNU1_A_Y,F2_KNU1_A_Z,F2_KNU1_B_X,F2_KNU1_B_Y,F2_KNU1_B_Z,F2_KNU2_A_X,F2_KNU2_A_Y,F2_KNU2_A_Z,F2_KNU3_A_X,F2_KNU3_A_Y,F2_KNU3_A_Z,TH_KNU1_A_X,TH_KNU1_A_Y,TH_KNU1_A_Z,TH_KNU1_B_X,TH_KNU1_B_Y,TH_KNU1_B_Z,TH_KNU2_A_X,TH_KNU2_A_Y,TH_KNU2_A_Z,TH_KNU3_A_X,TH_KNU3_A_Y,TH_KNU3_A_Z,PALM_POSITION_X,PALM_POSITION_Y,PALM_POSITION_Z,PALM_NORMAL_X,PALM_NORMAL_Y,PALM_NORMAL_Z
CLOSED_FIST,data_4,1074_joints,15.35623175,-32.43660308,40.46384582,14.81708763,-31.81353258,-2.142766018,-3.666637326,-20.67844491,49.10449651,-17.87011515,-11.83734436,46.40232594,19.16103327,-17.58046725,43.00342054,22.38721681,-11.32157281,-4.284757226,-6.370869857,-10.04555351,52.32472407,-23.5256987,-3.501064702,49.11203083,23.88281339,20.17261128,32.99391083,22.73319391,32.01268755,0.000220536,5.986949083,18.27915286,40.24126578,-10.95214526,19.61623764,38.34777869,20.69869983,3.003736649,39.1509979,23.78383491,11.23749115,-4.285035579,-5.265315156,5.842632066,47.68566482,-23.06952745,9.666937222,44.24476899,-22.37658444,-18.95244661,31.54284145,-60.60662692,1.98E-14,6.427005818,4.909306457,-11.40251648,50.04154084,21.39888261,0.329064966,61.41526539,0,0,0,0,0,1
CLOSED_FIST,data_17,117_joints,13.19284477,-28.77834415,37.24485479,13.63788543,-29.2821279,-1.972589233,-5.128564922,-19.27645983,45.05418238,-18.8503437,-12.21695671,42.77509421,17.78033255,-16.23389473,39.58334909,20.60589897,-10.42069679,-3.944073705,-5.495950184,-9.487461041,48.89497523,-21.41991199,-3.520130635,46.62291929,21.25018871,18.62512311,30.405014,20.92445455,29.46537682,-0.000778839,4.815227297,16.71787771,37.12168615,-10.83069605,17.67487533,35.73233868,20.2973946,2.292026994,36.01193536,21.89126989,10.3433164,-3.944396144,-2.938792912,5.362627018,45.51456864,-19.40951834,9.359685147,43.58843494,-23.21405889,-28.28580865,20.61230189,-55.78433699,-1.46E-14,5.915957526,3.912437209,-29.5754529,35.82670463,20.21878582,-20.55470229,46.27988187,0,0,0,0,0,1
CLOSED_FIST,data_19,578_joints,15.96783275,-29.75005022,34.75768144,12.80052005,-27.48442179,-1.851214387,0.138943028,-19.88475501,43.76238923,-12.18384021,-12.1392337,42.17751756,23.07696055,-17.33799244,36.73181129,19.34056531,-9.780908513,-3.701683695,2.710223598,-12.22440247,49.09397602,-12.49987033,-6.940587083,48.87605744,25.40212484,17.33681693,27.89903556,19.63975443,27.65614388,8.51E-05,11.41466136,14.86253907,36.79537579,-3.337159618,15.47911148,37.19396563,25.15522426,1.452453043,33.3984032,20.54716166,9.708151882,-3.701803731,5.007128522,2.388696065,45.91618356,-10.77866051,5.053722657,46.12375336,-23.46791098,-21.60818316,28.53257149,-52.35890382,1.99E-14,5.552380255,-0.11929582,-21.48418475,46.09572149,15.38832679,-15.72635959,57.43335899,0,0,0,0,0,1
CLOSED_FIST,data_4,1073_joints,17.96421287,-34.14292788,40.29145337,14.81671065,-31.81350365,-2.142282443,-0.234154543,-22.74159172,50.95015807,-14.51926893,-13.71397909,49.66904153,22.01668253,-18.54899142,42.97354662,22.38720465,-11.32155937,-4.284937147,-3.006301361,-11.53430236,53.93886619,-20.33802532,-5.116568555,51.51806988,23.97577801,20.18884678,32.99617696,22.73347554,32.01274648,-0.000177002,6.133866454,18.19555022,40.34786483,-10.82419989,19.43414387,38.55956702,21.36419723,2.88283873,39.17047739,23.78354687,11.23744157,-4.284600812,-4.485896736,5.627334158,48.07327604,-22.32627139,9.425257268,44.79452219,-24.58268691,-20.77039854,33.30458459,-60.60700561,-4.48E-15,6.427774531,2.751995881,-21.26286285,53.21254196,20.41696836,-12.99831011,65.80379987,0,0,0,0,0,1
CLOSED_FIST,data_17,113_joints,29.88502179,-36.50954943,32.98825892,13.63784871,-29.28209172,-1.971787841,16.73782653,-30.09330446,49.5095546,2.889351976,-23.51893643,52.39238452,28.25505812,-19.80183131,38.36368165,20.60596157,-10.42084621,-3.944617467,5.652317135,-13.48645609,49.46537787,-9.984938534,-7.358932636,45.96159043,22.95245123,18.23286979,30.19612673,20.9245538,29.465279,-0.000556539,7.030048704,16.8674839,38.16289811,-8.61682525,18.51161745,37.82268352,23.18756788,1.556495501,35.86773517,21.89137989,10.34313643,-3.944587625,0.799049877,4.342075205,47.29734771,-15.7570427,8.371926797,46.50570719,-17.43228801,-16.5707393,24.12173948,-55.78438121,3.47E-14,5.916035897,8.835859455,-9.918321097,39.44149491,21.36087488,4.788371567,48.57190646,0,0,0,0,0,1
CLOSED_FIST,data_17,112_joints,29.45989425,-36.25745561,33.23388498,13.63781194,-29.28231167,-1.972600395,16.14608592,-29.79101676,49.60082049,2.274437705,-23.23840227,52.42230006,28.90083637,-19.99509262,38.19824536,20.60590181,-10.42079085,-3.944171556,6.543436109,-13.87352245,49.88873561,-9.196314075,-7.785479773,46.7997002,25.71664651,17.97839559,29.78534988,20.92449406,29.46544179,0.000190087,10.44714313,16.346145,38.89784969,-5.201123344,17.97350823,39.25810668,26.2917182,0.784324017,35.46588992,21.89126332,10.34323288,-3.944093934,4.707784395,3.272588076,48.41111488,-11.85722611,7.34223326,48.31145214,-17.25564865,-15.521872,24.66464596,-55.78440741,2.74E-14,5.915551554,9.284769059,-10.19029241,40.03166257,22.19157248,4.09805548,49.29413714,0,0,0,0,0,1
1_FINGER_POINT,data_2,950_joints,52.36336352,-52.72042583,-4.020398634,14.90023092,-31.99319769,-2.153923737,73.14268324,-64.20598662,0.173584617,87.10143598,-71.91480942,6.189288854,25.78296563,-20.26208378,42.83127454,22.51385365,-11.38552594,-4.309136063,3.035883661,-14.16901299,58.64388023,-14.50398892,-7.759736921,60.26938775,24.57803797,20.35656982,33.18089209,22.86162988,32.19381043,0.00029763,7.565289878,17.52712725,42.30346691,-9.61794458,17.74786293,42.85629183,26.06052676,1.545418363,39.12574126,23.91776015,11.30120036,-4.308508001,2.640456096,3.923033169,53.59697206,-15.5277046,7.914975609,54.74556698,-23.0837372,-23.26548105,28.91894572,-60.9497091,8.71E-15,6.46420725,4.809091965,-32.64823358,45.96748576,21.99412017,-21.90405779,57.55327047,0,0,0,0,0,1
1_FINGER_POINT,data_2,949_joints,52.40873941,-52.63918334,-4.005499951,14.90041404,-31.99321094,-2.154268964,73.18434054,-64.0614799,0.375865858,87.0846658,-71.69551361,6.618322121,25.8950232,-20.28399857,42.81925091,22.51353732,-11.38540894,-4.308839795,3.160914765,-14.23042177,58.66497199,-14.38699483,-7.844915123,60.2981298,24.67668735,20.32490113,33.16415843,22.86160578,32.19375201,0.000158546,7.678808622,17.56479509,42.33516518,-9.502114577,17.87030373,42.91549928,26.19247522,1.543496542,39.11804676,23.91819581,11.30105535,-4.309225813,2.786627833,3.857925914,53.62183122,-15.39170198,7.805773484,54.77302328,-23.07544904,-23.38546773,28.77996437,-60.94991798,8.43E-15,6.464327189,4.895842025,-32.56552175,45.81019091,22.13397741,-21.92021578,57.408384,0,0,0,0,0,1
1_FINGER_POINT,data_2,951_joints,52.31675056,-52.8064868,-3.999553421,14.90051568,-31.99327722,-2.15439889,73.07743041,-64.34616556,0.137069313,87.04312945,-72.10337352,6.073873899,25.67718203,-20.22294938,42.84567942,22.51382377,-11.38553243,-4.309177549,2.903811925,-14.11485045,58.61495943,-14.63732611,-7.703949244,60.22278685,24.51594646,20.38029022,33.19267313,22.86183932,32.1937099,-1.92E-05,7.49409378,17.49642017,42.27859552,-9.691084581,17.65273283,42.80897202,25.85281693,1.567073119,39.13945074,23.91819155,11.30100688,-4.309163704,2.389206612,4.020090782,53.52737912,-15.77159163,8.059204944,54.64093244,-23.18183507,-23.32607329,29.02110199,-60.94972043,-8.22E-15,6.464104194,4.618781244,-32.92400654,46.10046642,21.66558955,-21.90503184,57.63222394,0,0,0,0,0,1
1_FINGER_POINT,data_2,948_joints,52.43579093,-52.58433425,-4.080316349,14.90098604,-31.99355039,-2.155114945,73.20579304,-63.96324729,0.436381056,87.0505425,-71.53870665,6.87037271,25.93120817,-20.25706153,42.82126747,22.51378067,-11.38559347,-4.309152279,3.1638839,-14.24984024,58.63676162,-14.40322776,-7.906728031,60.23092275,24.81974266,20.25508657,33.1309069,22.8620762,32.1935911,-0.000199456,7.848323803,17.64803705,42.39344499,-9.326468606,18.13366558,43.03825459,26.35696415,1.548597919,39.11003012,23.91839417,11.30091743,-4.309351556,2.96174194,3.774737048,53.64582586,-15.23034426,7.658170938,54.78893853,-23.139526,-23.81327102,28.43322165,-60.94925447,-2.81E-15,6.46355924,4.953794664,-32.75611217,45.38907609,22.22651066,-22.15678462,56.9779034,0,0,0,0,0,1
1_FINGER_POINT,data_2,947_joints,52.45608443,-52.53319753,-4.217645237,14.90058797,-31.99337209,-2.154511766,73.23363503,-63.88007544,0.346047643,87.05112333,-71.41566551,6.884523313,25.95846077,-20.24118346,42.82257573,22.51351311,-11.38548491,-4.30876034,3.1701083,-14.26381196,58.61945308,-14.40927389,-7.947698934,60.18807033,25.23447919,20.19708991,33.08316928,22.86145846,32.19380505,0.000575548,8.372569902,17.64061838,42.55846366,-8.792625296,18.2132885,43.36025101,26.78833911,1.51046011,39.07562217,23.91823456,11.30100235,-4.309129223,3.492665269,3.580290283,53.79278973,-14.71441064,7.365446742,55.02140303,-23.32676752,-24.56912658,27.9162178,-60.9494026,-2.24E-14,6.463824887,4.88503175,-33.36535715,44.75177334,22.35597605,-23.16208292,56.39861236,0,0,0,0,0,1
1_FINGER_POINT,data_2,946_joints,52.54851501,-52.33334128,-4.496657123,14.90031551,-31.99322756,-2.154219976,73.37912905,-63.56495004,0.111145115,87.1832437,-70.9942261,6.797631342,26.02005748,-20.23437151,42.81911159,22.51391189,-11.38556737,-4.309324149,3.221062898,-14.29822535,58.61584246,-14.37097612,-8.014791129,60.17003757,25.78858788,20.16320962,33.02649085,22.86154679,32.19376269,0.000338361,9.089030584,17.55641907,42.77131903,-8.065987228,18.11418479,43.78217638,27.51775943,1.438007571,39.00418598,23.91842325,11.30102166,-4.309442183,4.414312055,3.268951778,54.05351509,-13.80982976,6.908988046,55.45562906,-23.40429083,-24.7807299,27.80838768,-60.9495648,1.97E-14,6.463892014,4.815334432,-33.59080436,44.62326308,22.50463544,-23.88070061,56.36180285,0,0,0,0,0,1
1_FINGER_POINT,data_2,952_joints,52.25911991,-52.98099263,-2.795835836,14.90042697,-31.99335324,-2.154420155,72.84944451,-64.54338454,2.066218296,86.6122169,-72.26856679,8.498099858,24.55762751,-19.81592987,42.98159296,22.51393832,-11.38562667,-4.309510225,1.449162513,-13.4917014,58.16647734,-16.10053072,-7.029190757,59.44498806,24.11858403,20.40952771,33.21980876,22.86208834,32.19359354,-0.000460648,6.972160582,17.5260614,42.07022138,-10.21813668,17.66090478,42.40086334,24.61369498,1.801385643,39.22864598,23.91800062,11.30106679,-4.308895213,0.770351058,4.583060519,52.91677238,-17.37359916,8.78473282,53.60487091,-23.29267977,-23.45539958,29.07206665,-60.94939447,-1.43E-14,6.463590224,4.355076743,-33.57209082,46.10020953,21.16622415,-22.08615758,57.52176029,0,0,0,0,0,1
1_FINGER_POINT,data_2,945_joints,52.62817866,-52.16518177,-4.658566008,14.90060796,-31.99342564,-2.154700337,73.49775098,-63.29587683,0.017978758,87.28460124,-70.63196746,6.841968166,26.17307373,-20.26050521,42.80255915,22.51431904,-11.38574823,-4.309854455,3.404055179,-14.38901836,58.666221,-14.19877685,-8.145008478,60.25660269,26.27971724,20.15258557,32.97486486,22.86240622,32.19345797,-0.000668539,9.726668725,17.46180365,42.94425736,-7.418916183,17.9622765,44.12734684,27.95102345,1.406301531,38.95879747,23.91845794,11.30086566,-4.309483154,4.973878348,3.081217093,54.21706651,-13.26033982,6.622352514,55.74019758,-23.44878146,-24.88536093,27.76498522,-60.94901267,-3.01E-14,6.463185009,4.711597103,-34.0044413,44.51450156,22.94105361,-25.66654365,56.4794449,0,0,0,0,0,1
1_FINGER_POINT,data_2,972_joints,52.04114439,-52.92848085,-6.492701635,14.90048208,-31.99330634,-2.15431763,72.93983131,-64.70477518,-4.071383434,87.22867068,-72.7543883,0.564537745,25.65254756,-19.81516159,42.92232445,22.51349336,-11.38544618,-4.308507741,2.021442108,-13.86662447,57.44052683,-15.69678091,-7.753034221,57.68629659,23.79844861,20.88383461,33.39568646,22.86181357,32.19370262,5.84E-05,6.263323397,16.87268068,40.94984455,-10.85831521,15.88921886,39.72327528,24.5463479,2.269283866,39.33008565,23.91788866,11.3011101,-4.308503789,-0.071758117,4.352665944,51.70629331,-18.35377261,7.912201274,51.04524874,-24.07481515,-27.10984631,26.07592733,-60.94943745,1.60E-14,6.463789916,4.39858735,-36.06896929,42.37643063,20.97914967,-24.00814547,53.53942301,0,0,0,0,0,1
